test_pred,train_pred
601.4871337890625,670.995361328125
527.2875122070312,538.716552734375
671.1089233398437,654.6240844726562
677.1758605957032,659.2381591796875
658.7816284179687,638.7496948242188
616.4055969238282,644.97021484375
639.2489990234375,651.9273681640625
562.03134765625,612.0372314453125
672.8302673339844,588.1640014648438
588.1150085449219,568.6425170898438
650.4687133789063,652.2340087890625
559.8394592285156,609.5865478515625
648.5537841796875,627.2516479492188
538.2118469238281,656.9168090820312
657.4264038085937,623.5967407226562
627.4746032714844,631.111083984375
614.0804382324219,635.0505981445312
643.4787231445313,628.5765380859375
648.7711853027344,638.331787109375
587.1104370117188,538.2349243164062
532.2644592285156,547.2744140625
663.2395874023438,674.7600708007812
595.0661193847657,651.3889770507812
590.4504272460938,668.3597412109375
624.9495849609375,601.0299682617188
654.4384826660156,628.929443359375
672.0428039550782,679.3084106445312
642.915625,628.1803588867188
602.3059631347656,620.5626220703125
592.2013671875,615.2022705078125
664.484619140625,629.3182373046875
653.5770629882812,662.4451904296875
640.4862182617187,590.7970581054688
643.9674987792969,533.1962890625
597.6924072265625,545.425048828125
641.9912231445312,660.7911987304688
553.8299438476563,634.975341796875
617.2533935546875,655.9554443359375
636.4899291992188,671.975341796875
574.7935791015625,564.9400634765625
623.4109985351563,564.48046875
643.7619323730469,633.64892578125
661.6804016113281,546.5914306640625
626.4501708984375,612.7049560546875
599.6640869140625,591.96240234375
596.0672729492187,661.1187133789062
665.7294494628907,624.6945190429688
638.2098449707031,633.6683349609375
606.5607238769531,596.7303466796875
602.8794372558593,652.379150390625
644.080517578125,583.7059936523438
548.4582458496094,658.9403076171875
616.878125,629.841552734375
601.5667175292969,582.0805053710938
631.5736999511719,563.4044799804688
552.5445678710937,663.7573852539062
599.4306762695312,642.522216796875
643.0494018554688,543.6312255859375
614.5377258300781,652.4935302734375
647.2779968261718,670.6283569335938
597.7121948242187,629.1969604492188
656.2727844238282,623.5309448242188
646.4578186035156,559.4782104492188
642.2752563476563,614.151611328125
554.20703125,619.1972045898438
622.8968444824219,582.9373779296875
613.3330322265625,630.4306640625
523.206396484375,647.6884765625
651.3483154296875,661.4296264648438
619.2698547363282,628.677734375
620.2621398925781,599.3212280273438
631.8333923339844,601.5254516601562
604.2425231933594,589.5404663085938
627.6972534179688,609.3638305664062
603.2553039550781,654.195556640625
516.5966094970703,674.6386108398438
624.9465393066406,668.9580688476562
631.3118469238282,619.2128295898438
612.4294006347657,557.8604125976562
618.3722045898437,639.258056640625
567.2493041992187,649.6514892578125
648.574609375,603.0689697265625
621.2951782226562,580.2999877929688
629.7212707519532,624.0318603515625
595.2720397949219,646.9386596679688
654.9366882324218,658.319580078125
552.1290954589844,606.2913208007812
648.8524963378907,580.6821899414062
640.6793151855469,568.54296875
642.7791748046875,652.8734741210938
607.950439453125,653.3668823242188
641.4459777832031,614.3375244140625
656.9869506835937,650.4926147460938
590.1292175292969,633.514892578125
603.3836608886719,615.255126953125
586.0851196289062,606.7137451171875
548.3929443359375,654.3001098632812
642.0314697265625,534.6319580078125
538.4453918457032,654.5189819335938
662.2232666015625,636.4432373046875
569.2923950195312,649.0394897460938
639.1841125488281,644.5336303710938
575.0585693359375,513.391845703125
527.9278137207032,587.14990234375
672.6598815917969,665.5829467773438
644.0350769042968,617.8438110351562
654.0899719238281,655.48583984375
633.2787780761719,567.5447998046875
625.4632019042969,672.2830810546875
582.9706848144531,547.6757202148438
621.2931274414062,598.5942993164062
640.2723266601563,588.7755126953125
607.5857055664062,597.802978515625
626.7967224121094,628.9679565429688
638.2628967285157,537.1016845703125
641.6891479492188,648.7935180664062
574.0271850585938,583.0606079101562
647.4810241699219,625.45361328125
654.4492309570312,517.3106689453125
666.7595520019531,556.9164428710938
654.3918273925781,652.180908203125
620.53310546875,633.5003662109375
607.413330078125,616.195068359375
654.9379211425781,616.5848999023438
545.8617919921875,618.5884399414062
604.1453796386719,622.210693359375
647.5240417480469,666.8001708984375
651.1794189453125,591.5618896484375
613.7129516601562,566.43359375
654.849072265625,638.9937744140625
633.8208435058593,643.511474609375
672.07353515625,678.4205932617188
647.9764038085938,651.3390502929688
659.2453491210938,639.6150512695312
644.4512756347656,654.7560424804688
522.0598083496094,572.3248291015625
628.5666015625,668.810791015625
623.6277648925782,630.6612548828125
589.8090576171875,638.4027709960938
600.4858032226563,655.3278198242188
561.9271606445312,648.8443603515625
612.6870178222656,633.782958984375
570.9293334960937,558.7537841796875
594.7729858398437,622.3471069335938
645.0832946777343,670.5783081054688
635.6747131347656,625.0126953125
599.0789733886719,639.927490234375
619.4859680175781,637.406494140625
574.4427978515625,638.6140747070312
645.7027770996094,643.7491455078125
606.9533386230469,552.8499145507812
641.7202026367188,573.3163452148438
598.4038146972656,622.8862915039062
679.3156311035157,627.6782836914062
591.6366027832031,594.9880981445312
587.0007202148438,627.3486938476562
621.7214782714843,625.0759887695312
655.7637756347656,642.3970947265625
573.5071472167969,655.3005981445312
646.4952941894531,655.6439819335938
642.4360473632812,516.508056640625
646.2245788574219,639.4961547851562
649.0475952148438,619.3384399414062
516.8387481689454,624.3312377929688
630.88525390625,659.7279663085938
521.7930114746093,627.2962036132812
614.6663330078125,625.6058959960938
647.0564636230469,619.8343505859375
646.6045043945312,580.0849609375
665.239306640625,526.1610717773438
616.241259765625,642.2152099609375
601.4826477050781,600.8328857421875
625.0810607910156,586.1277465820312
623.0034790039062,605.1119384765625
639.7411865234375,653.4097290039062
631.6058044433594,579.1224365234375
671.2980834960938,648.825439453125
614.9765686035156,584.8072509765625
628.2307189941406,576.5897216796875
667.96103515625,632.3599853515625
628.7500732421875,665.1827392578125
528.6998596191406,645.7498779296875
659.494384765625,634.1802368164062
661.2652221679688,689.321533203125
622.6272155761719,614.6621704101562
634.7117431640625,625.1097412109375
671.0252136230469,637.70068359375
657.1525695800781,618.611572265625
664.4126342773437,650.8114624023438
559.7214599609375,591.3068237304688
664.2490478515625,588.6923217773438
591.2954345703125,579.3689575195312
637.3891174316407,663.6066284179688
572.2954895019532,647.3516845703125
664.551708984375,569.21923828125
613.2093688964844,593.9605102539062
624.3080200195312,661.7174682617188
662.1120666503906,576.7401123046875
641.8768859863281,526.8069458007812
655.7507934570312,537.8483276367188
657.479931640625,631.22265625
570.5701293945312,652.0567016601562
577.4324951171875,579.3792724609375
602.9325256347656,627.357421875
656.6689697265625,619.0924072265625
579.3661254882812,634.3153076171875
619.92119140625,635.2144775390625
621.9103149414062,684.2645263671875
545.5316650390625,657.8776245117188
624.1103454589844,535.2931518554688
569.3345397949219,609.1476440429688
649.5438232421875,647.2197265625
598.3126098632813,586.768310546875
630.1228698730469,590.9091796875
576.9334838867187,645.7576293945312
668.1010864257812,596.5465087890625
584.500537109375,626.5798950195312
610.1285095214844,542.6885986328125
613.7638549804688,641.3389282226562
533.5787902832031,616.3714599609375
564.2834899902343,620.3540649414062
543.5227111816406,639.907470703125
635.7175354003906,609.727783203125
562.7617309570312,614.4661865234375
617.5110229492187,623.5803833007812
607.3682556152344,559.4052124023438
612.8902526855469,595.1990356445312
619.8544677734375,670.7249755859375
568.1252197265625,626.2465209960938
654.6494140625,644.7010498046875
652.7522216796875,591.1459350585938
626.83076171875,555.5377197265625
536.6887817382812,609.7314453125
608.9283752441406,578.2389526367188
576.8089477539063,650.2221069335938
634.4471984863281,537.3303833007812
665.6840454101563,546.3143920898438
620.7514892578125,553.7105102539062
655.8613037109375,606.080078125
594.9595764160156,550.6597900390625
657.1351257324219,616.5446166992188
614.4621215820313,620.6067504882812
652.5912719726563,630.9146728515625
631.0601013183593,568.2081298828125
614.0013854980468,611.9898071289062
655.6621276855469,611.739501953125
562.5772644042969,632.0385131835938
642.7247375488281,658.5816650390625
597.422021484375,669.35205078125
642.9159545898438,595.8056030273438
622.15634765625,523.666259765625
641.722412109375,618.3106689453125
655.4819152832031,583.3589477539062
663.9384887695312,586.2660522460938
662.8788696289063,584.5724487304688
627.2111755371094,589.6112670898438
613.3258239746094,649.9747924804688
486.6154754638672,641.8920288085938
596.321044921875,584.4597778320312
633.4919555664062,670.88720703125
630.3673583984375,580.16015625
590.6853637695312,637.5894165039062
632.8795959472657,581.8596801757812
669.2489196777344,627.2640380859375
639.3080810546875,589.8471069335938
632.4809814453125,574.7391357421875
644.6761596679687,611.72216796875
644.4868347167969,674.4403076171875
572.943505859375,573.4067993164062
634.30556640625,606.35009765625
644.8822448730468,650.680908203125
581.3582641601563,630.0971069335938
596.6130126953125,623.5233764648438
645.458544921875,656.6815795898438
627.2289428710938,635.3373413085938
598.5970886230468,534.6947631835938
662.0531982421875,655.0551147460938
650.91728515625,652.183349609375
626.8630065917969,635.34765625
645.1830078125,639.5009765625
647.7586242675782,637.1525268554688
620.9375610351562,621.9164428710938
658.894384765625,599.1370849609375
575.3787536621094,633.554931640625
593.1674621582031,661.1742553710938
602.1531982421875,640.9490356445312
546.3875732421875,556.3546142578125
614.4973022460938,567.4730834960938
622.1458374023438,591.474365234375
585.2082580566406,602.333984375
572.8750549316406,652.9949951171875
632.5467529296875,628.14111328125
596.10009765625,607.0712280273438
559.2783508300781,650.9364013671875
660.2047546386718,532.8631591796875
610.3604736328125,637.822998046875
639.7662048339844,625.1145629882812
636.6492492675782,527.4678344726562
598.9472900390625,660.6863403320312
657.0913940429688,646.1542358398438
573.9561401367188,610.3416748046875
589.6898559570312,603.5721435546875
603.6217224121094,645.2201538085938
633.35068359375,617.6957397460938
612.8768493652344,634.98095703125
563.2067138671875,606.4541625976562
666.7216369628907,633.5694580078125
645.4929016113281,657.4380493164062
559.9033386230469,638.5803833007812
650.8032409667969,654.4779052734375
662.6975219726562,611.4998168945312
641.473486328125,604.692626953125
634.95712890625,662.694580078125
653.2460144042968,637.6961059570312
597.5118408203125,584.4254150390625
660.3417053222656,622.652099609375
511.21729431152346,607.1944580078125
634.36025390625,569.6643676757812
614.8335083007812,651.822509765625
577.1037170410157,540.4776000976562
572.3143615722656,596.523681640625
568.9419921875,660.300048828125
661.8724975585938,620.5816040039062
629.465673828125,585.521728515625
612.1381469726563,648.2008666992188
677.3206176757812,635.8217163085938
635.0852600097656,610.6286010742188
662.5088256835937,605.8618774414062
651.354541015625,599.8574829101562
633.2287902832031,607.5579223632812
650.4810791015625,623.9630737304688
546.1210693359375,644.5367431640625
657.8257934570313,646.8055419921875
653.6200988769531,609.9898681640625
670.7173828125,658.8640747070312
634.8379516601562,615.042724609375
628.6347839355469,602.1163330078125
616.9725402832031,646.6739501953125
650.5732116699219,606.9730224609375
633.6705810546875,673.3831787109375
558.1447204589844,621.067626953125
646.0186340332032,632.1074829101562
644.4525024414063,625.6239013671875
628.9722534179688,655.6447143554688
625.7514038085938,642.7068481445312
598.4090087890625,600.4336547851562
569.8292846679688,644.886962890625
646.3575927734375,676.7078247070312
600.9845336914062,569.7218017578125
562.4277038574219,615.761474609375
614.2306518554688,622.0866088867188
677.3621643066406,510.12127685546875
594.8008850097656,606.80322265625
615.5095397949219,633.1477661132812
643.1859191894531,626.2882690429688
644.0070739746094,555.140625
545.7294738769531,646.0572509765625
641.1253662109375,638.60400390625
644.0515441894531,662.0133666992188
653.5062744140625,646.5850219726562
657.4476013183594,639.1632690429688
583.9824340820312,651.8140869140625
598.0832214355469,597.8986206054688
638.6560729980469,616.7732543945312
657.8496215820312,637.7503662109375
495.2613494873047,542.4898071289062
618.2112121582031,608.8553466796875
551.114111328125,629.9513549804688
525.7804992675781,616.529541015625
602.7821411132812,634.3195190429688
652.1869140625,543.6514892578125
643.2162414550781,661.3388061523438
645.3738037109375,609.2060546875
665.7638061523437,665.849853515625
637.5975830078125,589.1583251953125
661.9952941894531,651.8533325195312
573.1128601074219,682.8887939453125
648.8730285644531,615.5244750976562
651.4473693847656,604.977294921875
597.5115051269531,635.12744140625
589.2745178222656,657.180419921875
658.4013305664063,650.0852661132812
640.6401672363281,591.2186889648438
596.5174621582031,672.7604370117188
591.7167053222656,645.6107177734375
650.5210388183593,642.9832763671875
567.9552612304688,635.2233276367188
680.9099243164062,533.6885986328125
637.3351989746094,601.298828125
630.065234375,600.814208984375
665.5582458496094,619.8101196289062
570.0124633789062,550.618408203125
508.95972595214846,640.5183715820312
635.14169921875,624.8674926757812
666.786181640625,663.4465942382812
617.9377502441406,642.0878295898438
591.2581604003906,561.2886962890625
584.2439453125,645.6198120117188
559.8546020507813,630.6024169921875
652.1594421386719,647.662353515625
627.8680114746094,623.114013671875
643.1252502441406,548.8156127929688
598.8357971191406,564.4505004882812
630.6973510742188,641.5966796875
650.1264038085938,633.4061279296875
638.6665283203125,640.085205078125
520.4943176269531,606.0743408203125
610.6331176757812,633.2449340820312
623.67509765625,624.0484008789062
588.6771484375,642.1729125976562
653.7674865722656,668.9093017578125
619.7323425292968,667.01025390625
636.4076965332031,554.5338134765625
656.0187316894531,618.2005004882812
579.8130676269532,558.60546875
665.5268310546875,564.4744873046875
611.4639587402344,525.0283813476562
581.0289123535156,595.3169555664062
643.0825988769532,611.9439697265625
664.1934509277344,641.0079956054688
559.82841796875,534.7974243164062
606.6359375,654.3748168945312
627.9206970214843,660.0146484375
666.5050598144531,670.7075805664062
649.4375,646.905517578125
642.2280395507812,551.4876098632812
603.8631591796875,635.1637573242188
669.5973022460937,645.379638671875
583.94296875,625.5045166015625
535.8117797851562,596.849609375
626.6185974121094,651.2869262695312
610.200439453125,645.0716552734375
624.7788391113281,619.9967041015625
646.4854553222656,593.650146484375
592.0237243652343,654.4810180664062
608.3704162597656,635.9357299804688
654.9672973632812,540.7924194335938
572.4378723144531,632.3720703125
646.6089660644532,652.2194213867188
663.7353637695312,620.4091186523438
671.9075988769531,599.7012329101562
674.0529479980469,644.205322265625
665.6136291503906,637.2284545898438
631.4636657714843,528.9827880859375
555.2668273925781,566.2561645507812
626.1924072265625,664.9552612304688
620.057177734375,656.1826171875
636.1085144042969,587.6708374023438
